Items Vigentes - Automoviles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datos Generales de la Póliza,,,,,,Asegurado,,,Detalle del Vehículo,,,,,,,,,,,,,,,Intermediarios,,,,Accesorios y Coberturas,
Cia,Poliza,IDPoliza,Estado Poliza,Vigencia Desde,Vigencia Hasta,Asegurado,Conductor Asignado,Nro Documento,Patente,Marca,Modelo,Año,0 KM,Motor,Chasis,CodReferencia,Procedencia,Combustible,Tipo Uso,Rastreo Satelital,Cobertura,Cobertura Det,Suma Asgurada,Productor,Agente,SubAgente,Ejecutivo,Accesorios,Cob. Adicionales
SEGUROS RIVADAVIA,928456,38277186,VIGENTE,22/10/2015,22/04/2016,MARTIN OSCAR CHCANO,,26623787,KEO073,VOLKSWAGEN,GOL 1.6 5 P TREND PK 3 I MOTION,2011,NO,CFZ819734,9BWABOSU6BT231762,46596,Nacional,Nafta,Particular,NO,D, Todo Riesgo,"132,000",BevilacquaJose Luis,,,,, Todo Riesgo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928365,38277187,VIGENTE,22/10/2015,22/04/2016,LUCAS MAXIMILIA PEDRUEZA,,28589740,IES702,VOLKSWAGEN,GOL 1.6 3 P POWER PLUS AA,2009,NO,UNF619957,9BWCB05W4AP008685,46491,Nacional,Nafta,Particular,NO,D, Todo Riesgo,"84,000",BevilacquaJose Luis,,,,, Todo Riesgo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,926557,38277188,VIGENTE,13/10/2015,13/04/2016,HORACIO A. BRAVO,,5494636,HRQ330,FIAT,IDEA 1.4 ELX,2008,NO,178F3011833717,9BD13561492101921,17541,Nacional,Nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,"98,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,925306,38277189,VIGENTE,11/10/2015,11/04/2016,JUAN PABLO SIMONI,,29851936,DWW199,VOLKSWAGEN,POLO CLASSIC 1.6 MI,2001,NO,UVC022104,8AWZZZ9EZ1A617091,46107,Nacional,Nafta,Particular,NO,C, Terceros Completo,"47,000",BevilacquaJose Luis,,,,, Terceros Completo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,925523,38277190,VIGENTE,10/10/2015,10/04/2016,NORMA ALESIANI,,20045803,EJP055,VOLKSWAGEN,GOLF 1.9 TDI FORMAT,2004,NO,AGR690293,9BWCD41J344021798,46184,Nacional,Diesel,Particular,NO,C, Terceros Completo,"95,000",BevilacquaJose Luis,,,,, Terceros Completo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,925546,38277191,VIGENTE,11/10/2015,11/04/2016,LIDIA RODRIGUEZ,,16199739,srp862,renault,r 12 tl,1988,NO,2785362,l924154151,0,,nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
PARANA SEGUROS,3143645,38277192,VIGENTE,11/04/2015,11/04/2016,MARCELO CUESTA,,16201036,504JHU,GILERA YL 275, ,2013,NO,,,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,HerrerosAriel,,,,,
PARANA SEGUROS,3199026,38277193,VIGENTE,29/10/2015,29/10/2016,CARLOS MANUEL ROMAN,,25134545,407JUF,HONDA C 125KS BIZ , ,2013,NO,,,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,HerrerosAriel,,,,,
PARANA SEGUROS,3203698,38277194,VIGENTE,29/10/2015,29/10/2016,WALTER FABIAN URRA,,27643625,TGG142,RENAULT R 12 TL, ,1990,NO,2835119,L924-169495,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,OrtigozaBeatriz,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,AJO677    ,TOYOTA,DYNA ,1995,NO,1384456             ,BU880033701         ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","77,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,AJO678    ,TOYOTA,DYNA ,1995,NO,1384226             ,BU88-0033658        ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","77,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,ALQ856    ,RENAULT,TRAFIC ,1995,NO,RPA374658           ,BA1TA83ZZSS002705   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","68,200",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,BHJ743    ,SCANIA,R ,1997,NO,3190386             ,V2217616            ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","660,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,BMU812    ,SCANIA,R 113H 4X2 38 DSC 320 HP,1997,NO,3193257             ,V2217931            ,50027,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","630,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,BNN494    ,, ,1997,NO,A/D                 ,8C9P1352FV1002152   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","175,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,CDM356    ,, ,1998,NO,A/D                 ,00875               ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","140,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,CLY337    ,, ,1999,NO,                    ,9891                ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","175,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,CZC012    ,, ,1999,NO,A/D                 ,01023               ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","175,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,DUF453    ,, ,2001,NO,A/D                 ,453                 ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","225,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,EPT127    ,SCANIA,P 310 GA 4X2 NZ,2004,NO,8036504             ,9BSP4X2A053556258   ,50088,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","670,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,ESF358    ,SCANIA,P 310 GA 4X2 NZ,2005,NO,8036497             ,9BSP4X2A053556251   ,50088,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","690,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,GDF449    ,FORD CAMION,CARGO 1831/37,2007,NO,30570276            ,9BFYCTET86BB83071   ,73026,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","527,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,GJG315    ,FORD CAMION,CARGO 1832/37 E,2007,NO,36003426            ,9BYCEGY77BB88879    ,73031,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","450,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,HNA154    ,MERCEDES BENZ,SPRINTER 313 FURGON 3550 V1 TE,2008,NO,61198170088496      ,8AC9036629E006569   ,28299,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"247,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,JJY877    ,MERCEDES BENZ,SPRINTER 413 FURGON  4025 V2,2010,NO,61198170119028      ,8AC904663BE042627   ,28335,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"300,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,JTU438    ,SCANIA,P 340 LA 4X2,2011,NO,8159370             ,*9BSP4X200**B3676152,50111,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","885,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,JTZ081    ,, ,2011,NO,                    ,8EHSPA3E0BA000181   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","250,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,LCU132    ,, ,2012,NO,MONTENEGRO          ,8A9SCSEVDCANM1090   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","280,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,LHK756    ,FORD CAMION,CARGO 1722/37 E,2012,NO,36374409            ,9BFYEAXV5CBL10378   ,73036,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","570,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,LPW793    ,MERCEDES BENZ,SPRINTER 413 FURGON  4025 V2,2012,NO,61198170126363      ,8AC904663CE049457   ,28335,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"330,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,MND518    ,MERCEDES BENZ C,L 710-37/42,2013,NO,374976U1025654      ,9BM688159DB880342   ,75005,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","558,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,NGS657    ,MERCEDES BENZ C,ATEGO ,2013,NO,906985U1038728      ,9BM958077DB892031   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","892,100",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,NGS658    ,, ,2013,NO,MARCA MONTENEGRO    ,8A9SCSEVDDANM1184   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","320,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,OIZ408    ,MERCEDES BENZ C,L 710-37/42,2014,NO,374976U1102525      ,9BM688159EB952491   ,75005,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","657,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,PAC167    ,, ,2015,NO,A/D                 ,8CB3SCZZZFB000125 SI,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","430,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984509,38277195,VIGENTE,15/11/2015,15/03/2016, INTERPROVINCIAL S.R.L.,,0,SUC976    ,, ,1988,NO,                    ,42717               ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,BGY712    ,FORD,F-100 ,1997,NO,4B8984B020144B      ,9BFE2UEH2TDB28283   ,,,,,,C1,INC-ROB TOT/PAR --------------,"90,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,EXG404    ,FORD,RANGER ,2005,NO,C36178118           ,8AFDR12F15J426630   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","123,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,FDB824    ,FORD,RANGER ,2005,NO,C36186160           ,8AFDR12FX5439540    ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","123,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,GGG414    ,, ,1980,NO,30702055            ,30702055            ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,GGG818    ,, ,1993,NO, 30702055           , TAC262             ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,JHU969    ,RENAULT,SANDERO STEPWAY 1.6 CONFORT,2010,NO,K4MA690Q065344      ,93YBSR2PKBJ570746   ,36578,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"130,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,JYJ623    ,FORD,RANGER ,2011,NO,L1A012063           ,8AFDR12E5BJ415148   ,,,,,,T3,TODO RIESGO C/ FRANQUICIA     ,"211,200",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984539,38277197,VIGENTE,09/11/2015,09/03/2016,VILLA SAUCE AGROPECUARIA,,,RKM765    ,FORD,F-100 ,1989,NO,PA4541401           ,KB1JJT-28485        ,,,,,,C1,INC-ROB TOT/PAR --------------,"65,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984538,38277198,VIGENTE,07/11/2015,07/03/2016, GUSPAMAR S.A.,,0,A/D       ,, ,0,NO,A/D                 ,A/D                 ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984540,38277199,VIGENTE,07/11/2015,07/03/2016,S.A. GENOVA AUTOMOTORES,,0,A/D       ,, ,0,NO,A/D                 ,A/D                 ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
SEGUROS RIVADAVIA,925340,38297789,VIGENTE,09/10/2015,09/04/2016,ABEL AYNETO,,5488370,FYK674,FORD,ECO SPORT 1.6 XLS,2007,NO,CDJ78796199,9BFZE12N378796199,18345,Nacional,Nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,"114,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,925502,38297790,VIGENTE,09/10/2015,09/04/2016,LEONELA ROMINA LUX ,,33908111,LAE680,CHEVROLET,CLASSIC 1.4 4 P LS SPIRIT,2012,NO,T85098570,8AGSS1950CR118326,12427,Nacional,Nafta,Particular,NO,D, Todo Riesgo,"105,000",BevilacquaJose Luis,,,,, Todo Riesgo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,927655,38297791,VIGENTE,01/10/2015,01/04/2016,PEDRO DOMINGO ALBA,,5514209,KJZ015,FORD,FOCUS L/08 1.8 5 P TREND TD PLUS,2011,NO,CJ464931,8AFKZZFHCCJ464931,18463,Nacional,Diesel,Particular,NO,C, Terceros Completo,"173,000",BevilacquaJose Luis,,,,, Terceros Completo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,927435,38297792,VIGENTE,09/10/2015,09/04/2016, TRANSPORTE PAMPA SRL EN F,,,hvt902,FIAT,PALIO WE 1.4 ELX L/09,2009,NO,178f30118456947,9BD17319K94244383,17569,Nacional,Nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,"102,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4007222,38305059,VIGENTE,17/10/2015,17/10/2016, LANGE SEBASTIAN ANDRES,,24712471,DUV483,BMW,320D SEDAN ACTIVE,2001,NO,82379727204D1,WBAAL71041CD27231,8073,Importado,Diesel,,,DF18,Todo Riesgo con Deducible Fijo de $ 1000.-,"155,000",HerrerosAriel,,,,, Todo Riesgo con Deducible Fijo de $ 1000.-: $0.00 Tasa: 0.000
LA MERCANTIL ANDINA,9382787,38305060,VIGENTE,29/10/2015,29/10/2016,WALTER MARIO MARIANI,,17863307,GOG086,CHEVROLET,PICK-UP S10 2.8 TD 4X2 DC   L/06,2007,NO,M1A299254,9B6138AJO8C405996,12284,Nacional,Diesel,Particular,,A,A  - RESPONSABILIDAD CIVIL LIMITADA,"162,000",HBO Broker,,,,,
SEGUROS RIVADAVIA,927275,38310815,VIGENTE,29/09/2015,29/03/2016,WALTER PICHIPIL,,14721427,VZM426,CITROEN ,MEHARI AZAM-M28,1971,NO,A541000147,RPA279257,0,,NAFTA ,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SANCOR COOPERATIVA DE SEG LTDA,6137642,38310816,VIGENTE,30/10/2015,30/10/2016,JUAN CARLOS TEMPORELLI,,12278495,JAK486,RENAULT,SANDERO STEPWAY 1.6 LUXE ,2010,NO,K4MA690Q060792,93YBSR2PKBJ536120,0,,,Particular,NO,AutoPrMax, Auto Premium Max (c/Asistencia),0,OrtigozaBeatriz,,,,, Auto Premium Max (c/Asistencia): $0.00 Tasa: 0.000
SANCOR COOPERATIVA DE SEG LTDA,6135860,38310818,VIGENTE,30/10/2015,30/10/2016,GUILLERMO GERARDI,,16998296,IFE167,CHEVROLET,ASTRA II GL 2.0 5 PTAS. ,2009,NO,R10020209,9BGTT48B09B214415,0,,,Particular,NO,AutoPrMax, Auto Premium Max (c/Asistencia),0,OrtigozaBeatriz,,,,, Auto Premium Max (c/Asistencia): $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,926189,38310819,VIGENTE,25/09/2015,25/03/2016,JUAN JOSE MAÑAS,,5496883,WQF245,FORD ,F 100 XLT,1979,NO,PA4503272,KAIJUR38943,0,,NAFTA,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SANCOR COOPERATIVA DE SEG LTDA,6141785,38310820,EMITIDA NO VIGENTE,28/11/2015,28/11/2016,PAOLA ANDREA TRILLINI,,27331092,GLZ180,RENAULT,KANGOO PACK 1 PLC 1.9 D ,2007,NO,F8QP632UA98213,8A1KC0J158L890758,0,,,Particular,NO,AutoPrMax, Auto Premium Max (c/Asistencia),0,OrtigozaBeatriz,,,,, Auto Premium Max (c/Asistencia): $0.00 Tasa: 0.000
LA MERCANTIL ANDINA,9386854,38454441,VIGENTE,28/10/2015,28/10/2016,LUIS MARIA WEINGART,,16608075,UEZ098,FORD,F-100 ,1977,NO,JPA109993V,KA1JTD52145,,Automóvil Importado,,Particular,,A,A  - RESPONSABILIDAD CIVIL LIMITADA,0,HBO Broker,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,4007770,38459689,VIGENTE,30/10/2015,30/10/2016,GUILLERMO DENARI,,21152134,HLG789,CHEVROLET,ASTRA II GL 2.0 4 P,2008,NO,R10012494,9BGTT69B09B103005,12239,Nacional,Nafta,,,A,Resp.Civil unicamente hasta $3.000.000,"100,000",IaquinandiJose Francisco,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
PARANA SEGUROS,4189321,38462416,VIGENTE,25/07/2015,25/07/2016,SERGIO ANDRES OLIVA ,,17511359,XJR231,CHEVROLET BRAVA,PICK UP CLASE B DOBLE CABINA ,1968,NO,A23-41950,P173405,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,HerrerosAriel,,,,,
PARANA SEGUROS,4293629,38462420,VIGENTE,26/10/2015,26/10/2016,MARIELA TOMBESSI,,20903186,GXR174,HONDA,FIT 1.4 LX 5 PTAS. ,2007,NO,L13A48503912,93HGD1740OZ503953,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,OrtigozaBeatriz,,,,,
PARANA SEGUROS,4205625,38462421,VIGENTE,16/11/2015,16/11/2016,JORGE MARIO PILOTTI,,26575946,MUK642,VOLKSWAGEN,SAVEIRO 1.6  ,2013,NO,CFZ155501,9BWB05UXDP228962,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,OrtigozaBeatriz,,,,,
PARANA SEGUROS,3206692,38462425,VIGENTE,26/10/2015,26/10/2016,MARIELA TOMBESSI,,20903186,GXR174,HONDA,FIT 1.4 LX 5 PTAS. ,2007,NO,L13A48503912,93HGD1740OZ503953,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,OrtigozaBeatriz,,,,,
LA MERCANTIL ANDINA,9387464,38477494,VIGENTE,02/11/2015,02/11/2016,JORGE ALESIANI,,11522077,NAO227,VOLKSWAGEN,GOL ,2013,NO,CFZ166137,9BWAB05UXET055092,,Automóvil,,Particular,,A,A  - RESPONSABILIDAD CIVIL LIMITADA,0,HBO Broker,,,,,
LA MERCANTIL ANDINA,9388035,38477496,VIGENTE,17/11/2015,17/11/2016,OSVALDO ANGEL SALINAS,,11800846,FWR417,VOLKSWAGEN,BORA 1.9 TDI TRENDLINE,2006,NO,AXR153561,3VWSW49M97M604221,46298,Nacional,Diesel,Particular,,D2,,"121,000",HBO Broker,,,,,
LA MERCANTIL ANDINA,9389061,38477498,VIGENTE,02/11/2015,02/11/2016,CLAUDIO JOSE MARTINEZ,,20910348,101OSC964,TRAILER ARMADO FUERA DE FABRICA 2015 , ,2015,NO,1,CJM348,,,,Particular,,A8,,0,HBO Broker,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,4010015,38516956,VIGENTE,21/11/2015,21/11/2016, CRISTINA DEL CARMEN PEREDO,,11775358,HBQ037,CHEVROLET,ASTRA II GL 2.0 4 P,2008,NO,R10007352,9BGTT48B08B230349,12239,Nacional,Nafta,,,CMax,Resp.Civil-Robo/Incendio Total y Parcial-Danos Totales por Accidente,"100,000",OrtigozaBeatriz,,,,, Resp.Civil-Robo/Incendio Total y Parcial-Danos Totales por Accidente: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4010018,38516957,VIGENTE,21/11/2015,21/11/2016,Milva Leila Lanzafame Perriard,,25576217,IHC172,MERCEDES BENZ,C 200 KOMPRESSOR AVANT.TOURING,2009,NO,27195031102255,WDDGF41X29F204699,28427,Importado,Nafta,,,,,"310,000",HansenLuis Julian,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,4010467,38516958,VIGENTE,03/11/2015,03/11/2016,EMILIO ALBERTO LOPEZ,,11113658,KFN853,FIAT,UNO 1.4 5 P ATTRACTIVE CASUAL,2011,NO,03824015,00193166,17659,Nacional,Nafta,,,A,Resp.Civil unicamente hasta $3.000.000,"115,000",HerrerosAriel,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
PROVINCIA SEGUROS S.A.,7798403,38520094,VIGENTE,20/11/2015,20/12/2015,VIVIANA SILVIA COUSELO,,22505737,FQX048,FORD,ECO SPORT 1.6 XL PLUS ,2006,NO,CDJC68769665,9BFZE10N168769665,0,,,Particular,NO,1," RC, ROBO, INCENDIO,DESTRUC. TOTAL",0,HBO Broker,RUGGIAPABLO A.,,,," RC, ROBO, INCENDIO,DESTRUC. TOTAL: $0.00 Tasa: 0.000"
INTEGRITY SEGUROS,2856213,38520096,VIGENTE,03/11/2015,03/11/2016,DOMINGO ENRIQUE ALMIRON,,14935046,BCH577,ISUZU,P-UP D/CAB 4X2 2.5 ,1997,NO,297378,JAATFR54HT9105078,0,,,Particular,NO,A,  -  COBERTURA A (RC),0,HBO Broker,ManzanalMauro,,,,
INTEGRITY SEGUROS,2856245,38520097,VIGENTE,03/11/2015,03/11/2016,JUAN CARLOS VARGAS,,8456559,WTX013,CHEVROLET,C 1403 ,1964,NO,2304442,T489610,0,,,Particular,NO,A,  -  COBERTURA A (RC),0,HBO Broker,ManzanalMauro,,,,
LA MERCANTIL ANDINA,9392389,38561526,VIGENTE,04/11/2015,04/11/2016,MARGARITA CIFUENTES,,16608002,IRB184,RENAULT,SANDERO STEPWAY 1.6 CONFORT,2010,NO,K4MA680Q045702,93YBSR2PKAJ431662,36578,Nacional,Nafta,Particular,,D2,,"158,400",HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7982449,38562204,VIGENTE,17/10/2015,17/02/2016, AREA SUR S.R.L.,,0,EJR476    ,VOLKSWAGEN CAM.,18.310/35 18.310/35,2004,NO,30499822            ,9BWKR82T24R411685   ,66019,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","532,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7982449,38562204,VIGENTE,17/10/2015,17/02/2016, AREA SUR S.R.L.,,0,FXL168    ,, ,2006,NO,A/D                 ,8B9B086306A556170   ,,,,,,B1,INC-ROBO TOT -----------------,"120,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7982449,38562204,VIGENTE,17/10/2015,17/02/2016, AREA SUR S.R.L.,,0,GJU055    ,, ,2007,NO,A/D                 ,8098LDCBOGP097442   ,,,,,,B1,INC-ROBO TOT -----------------,"160,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7982449,38562204,VIGENTE,17/10/2015,17/02/2016, AREA SUR S.R.L.,,0,LFM995    ,FORD CAMION,CARGO ,2012,NO,36274212            ,9BFYEA4Y3CBL10510   ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
